id,generator,status,mean_H_surface,q75_H_surface,q90_H_surface,q95_H_surface,max_H_surface,positive_H_area_fraction,top10_H_mean,top10_H_area_fraction,high_H_patch_count,largest_high_H_patch_area_fraction,largest_high_H_patch_n_vertices,CDR_mean_H,CDR_q90_H,CDR_high_H_area_fraction
ADI-45407,esmfold,SUCCESS,0.015735582411178436,0.08438570571605883,0.1751821154937452,0.24757168001639146,0.7048747730654974,0.46367786746729434,0.2865579848735683,0.1008615864411744,140,0.006678223517016762,6,0.07172045140092033,0.3199401128512386,0.35873432169351677
ADI-45408,esmfold,SUCCESS,0.004402608382081284,0.0761104257166259,0.16290381672513526,0.2121095660290356,0.6933941911493361,0.43540197976813977,0.23756995384005786,0.10103323726152982,147,0.004410379896487389,4,0.05926833388923003,0.20359773924399652,0.3252190041486313
ADI-45409,esmfold,SUCCESS,-0.00047026403998890343,0.05737115245567621,0.13942844567771176,0.2088568561249782,0.5530879811368136,0.4108447117709464,0.24227652782960304,0.10095125536476018,156,0.003291806532470675,3,0.010926296775922757,0.13023128271315826,0.21955672228284542
ADI-45410,esmfold,SUCCESS,0.012166312205310498,0.07664055966977498,0.1925300997065036,0.28082566957807115,0.8553580355204101,0.4414484143847723,0.32027469525699537,0.09964644304758234,140,0.00532642761330824,5,0.12367008071467414,0.37332260406341605,0.4477123596892862
ADI-45411,esmfold,SUCCESS,0.0019284522568901556,0.0648327942693635,0.14969319540589504,0.21512287429096769,0.6555815529728743,0.44533885145106855,0.24799147432178584,0.09970375453892838,154,0.00446809096987531,4,0.031488571267010435,0.1626259332790136,0.27172313757773003
ADI-45422,esmfold,SUCCESS,-0.002630564691849826,0.0580383308458091,0.14173083652999763,0.2110964102329835,0.6618289028499283,0.41643930843764687,0.25047546569068463,0.09964792405145771,148,0.004272409606711738,4,0.07375531843465352,0.2331569050643776,0.4015225042119704
ADI-45425,esmfold,SUCCESS,0.013857475921587314,0.08137764417284873,0.16215110783163755,0.2440998576813276,0.7093230840117135,0.4828724466203015,0.2732465748215196,0.10063639805149738,143,0.004289960932839624,4,0.07737737277886551,0.2734917166951915,0.34529250899711467
ADI-45428,esmfold,SUCCESS,0.0004185517613605505,0.05369168533222238,0.13566854458993072,0.1856199003728381,0.6763517839277258,0.43643052869528665,0.2207116741809223,0.09924394016383026,146,0.006138737565778515,6,0.03562391648767435,0.17117873875890327,0.32573509577756654
ADI-45429,esmfold,SUCCESS,0.00403309125290176,0.07352115639072625,0.15743583680583115,0.2137383949743622,0.45084736847583196,0.4687068005356446,0.2292826557015819,0.09943141120298038,143,0.005503937692973629,5,0.043970803779308044,0.18291802082771352,0.2947480603545583
ADI-45430,esmfold,SUCCESS,0.011752539000959555,0.08247722668223972,0.16306329755323443,0.21999530604705853,0.5846487648619252,0.45852051219973017,0.2497308138821006,0.10011081024339191,145,0.004216400586846823,4,0.0631687598922836,0.2200075973399017,0.32239929675876894
ADI-45433,esmfold,SUCCESS,0.0030034357075598445,0.0782747000479497,0.15834038553481228,0.2172732205638208,0.6740990210511498,0.44141447033205505,0.24642137350827645,0.0988219723716981,154,0.005027847363804137,5,0.07171944400798742,0.20090450569337334,0.4021193905070402
ADI-45435,esmfold,SUCCESS,0.010870552021840795,0.07632814437852797,0.15687160744487857,0.22546373431439087,0.6464245598374959,0.4583752084452629,0.26097139043090745,0.09971668653902145,163,0.004026721031374908,4,0.0617212497549278,0.2226732373982405,0.34940013083254234
ADI-45438,esmfold,SUCCESS,0.019802717385239768,0.10160305132094798,0.17476185390913776,0.23529811614006574,0.45753364878621083,0.4921243114566678,0.25984159313644634,0.10002663040931932,154,0.005076033413575934,5,0.10613804208609033,0.25418120971803687,0.437502323917494
ADI-45439,esmfold,SUCCESS,-0.0013878233422565018,0.04556306033093941,0.14329781101781575,0.22830530433075896,0.45614200078053224,0.40864666116486825,0.23903866933373114,0.09932718724713345,151,0.004145848652505823,4,0.04426325586006334,0.2343565966300265,0.3427716916720295
ADI-45440,esmfold,SUCCESS,0.01187563352318822,0.08023108281005581,0.18098980263858,0.24937956716419385,0.8179885584084392,0.45372129505572095,0.27886947823061625,0.10026308469989052,145,0.004193323626303874,4,0.033686376387789735,0.21537783878484565,0.20081347911361885
ADI-45442,esmfold,SUCCESS,0.008429880372773844,0.07938251987012566,0.17269960429610517,0.24643739903886497,0.9060897398700132,0.45562377853956876,0.27940789226603585,0.09932892360555946,150,0.004188970069791154,4,0.07791014574084912,0.2689293067695301,0.3849175983503444
ADI-45447,esmfold,SUCCESS,-0.000123898135829921,0.06364763971290324,0.13823331916393367,0.1889164117840515,0.5499398707779701,0.4537263438746297,0.22420790990680878,0.09913337752829848,146,0.004382021678785616,4,0.05714727849292665,0.1762403275468733,0.35084451316344417
ADI-45448,esmfold,SUCCESS,-0.0025248918369815757,0.0512076541987341,0.13656915938661632,0.18172855892801612,0.4932727137314926,0.4082616035492406,0.20508250282155815,0.09875371509080375,153,0.005278760871320886,5,-0.003222677863818953,0.16635921828871436,0.2780642104908648
ADI-45450,esmfold,SUCCESS,-0.007894100512663671,0.0484936067808086,0.12849822561917135,0.1745852571889087,0.43815624696921196,0.41379122600764673,0.1968644747424509,0.1000020530765252,142,0.005288250479473352,5,0.04384106767691473,0.16145232028101097,0.37777658176518536
ADI-45451,esmfold,SUCCESS,0.0024685413972330853,0.06552606249945439,0.15830656247451436,0.21050023742110824,0.5137478523004669,0.4231540641880491,0.23644464654491584,0.0999686963206352,156,0.0030702017555636688,3,0.06022336445521119,0.24098979815320082,0.36676156183475933
ADI-45452,esmfold,SUCCESS,-0.00018960539731007316,0.05870686539133407,0.1438405559215804,0.21001839768592034,0.5030104641650941,0.43577945978763405,0.22792979715984815,0.09954226513122254,143,0.005636334648883798,5,0.04651986084123442,0.17899979770667498,0.3412121443674716
ADI-45453,esmfold,SUCCESS,-0.00019936467609246375,0.054528416589917555,0.16600188733474008,0.21908243947879583,0.6637282861196451,0.4148968684587793,0.24416179263415472,0.09912903559009312,153,0.004459202964507054,4,0.053157077396467606,0.1993847744588872,0.2980448397437214
ADI-45454,esmfold,SUCCESS,-0.005855773317325838,0.07293223235384032,0.16200477477053368,0.22250367628238346,0.41413812116561444,0.39990143053593874,0.23233013931712504,0.099819272314446,170,0.003061365743304486,3,0.014025847835221272,0.18988463484876508,0.26889259500422386
ADI-45455,esmfold,SUCCESS,0.002760854204164212,0.06452107699615545,0.1678891474147682,0.23687717271638314,0.6095317345748807,0.4388123454477476,0.2711078836601356,0.09975176072585586,139,0.006451711764830847,6,0.06362565121383966,0.25825867805669983,0.3270743396008733
ADI-45456,esmfold,SUCCESS,-2.838972318386368e-05,0.07253844702256168,0.15963582329558604,0.23964314353984953,0.5558554819124191,0.4053615986430261,0.256956782143091,0.10003133202137066,143,0.005310384439228274,5,0.020674738142342636,0.16730426816128888,0.2727603923126903
ADI-45459,esmfold,SUCCESS,-0.007060901789669876,0.04663477504276718,0.13033176902469032,0.18152681760794026,0.6221500253792331,0.403988321964105,0.20779772185774584,0.10077224529257231,152,0.0033399835222313284,3,0.01097912087723373,0.15205731687501614,0.27684834069566483
ADI-45460,esmfold,SUCCESS,-0.008285183361894783,0.053493685370755405,0.13756568966144872,0.18183088591863822,0.6615365444475505,0.39087873806781837,0.2106391812659362,0.09911234051035801,155,0.004423510351226766,4,-0.0006967184644544649,0.13829707414748418,0.2577256668156884
ADI-45461,esmfold,SUCCESS,-0.004714249013206342,0.06552594791658381,0.16229579298890523,0.22454824582525496,0.5471588897315857,0.43312268680182686,0.2434037008956212,0.09949367366605778,165,0.005763471605516842,6,0.02564710986939235,0.1896552582507389,0.2905150353494437
ADI-45463,esmfold,SUCCESS,0.012188416973621533,0.07486497222793115,0.1586139752947511,0.23854303214768452,0.7444922922598696,0.46449890843925945,0.2705596135324491,0.09947377516680517,146,0.005142675972067457,5,0.0667074030332616,0.2633300602894205,0.2908121907928846
ADI-45464,esmfold,SUCCESS,0.016659404413691056,0.08716357233385458,0.17667661809646457,0.24787473648065705,0.7255389160828792,0.4871631906635917,0.26914520651144974,0.099677122705804,137,0.005036199471165557,5,0.07741711779374676,0.24959208476124845,0.31066152427312754
ADI-45465,esmfold,SUCCESS,0.013272131989929055,0.07806893892055163,0.16180151741145882,0.2170961955207608,0.48691964082236916,0.49566351927472047,0.2413989565367375,0.10061031202972792,143,0.003239324694471959,3,0.022400908528676343,0.15516263851469175,0.1922910444460409
ADI-45469,esmfold,SUCCESS,0.013632193523586338,0.06858150569045765,0.1516878925388674,0.22140759653899356,1.0867594918515389,0.4547482554720331,0.2698250185247673,0.10018487780219451,158,0.004443702823902032,4,0.0373352963295308,0.24282427505935247,0.24831974310512245
ADI-45470,esmfold,SUCCESS,0.015192027590833355,0.07672071339067585,0.13934304641101075,0.19002307508015667,0.8007782785613982,0.48598525253626856,0.2344780179643883,0.10051861919348958,146,0.0033233816272140856,3,0.05209756257375456,0.1690377125264084,0.30865255053979923
ADI-45472,esmfold,SUCCESS,0.004107332191532755,0.06569338286419102,0.1627134690833785,0.24181252639033293,0.49254465695215816,0.4390519829916726,0.25504937444223713,0.10029890767867744,151,0.006245153901004855,6,-0.005326209923212502,0.1733068642883224,0.18365137403579593
ADI-45476,esmfold,SUCCESS,0.019571385707095955,0.09390327891716146,0.17633697478378463,0.23455495059129666,0.8319315703938641,0.5011866314284851,0.25830566113815345,0.09962134479793812,141,0.004514591064364693,4,0.0709356105627767,0.25040433407291085,0.3230042400918984
ADI-45477,esmfold,SUCCESS,0.003793556515656063,0.07985683585713346,0.16882726102611528,0.22368436118022794,0.5900627490946476,0.43753311882322704,0.2483029144204408,0.09985011368103494,145,0.010778913218895396,11,0.08176106566885498,0.2161073974824993,0.4013082306440932
ADI-45479,esmfold,SUCCESS,0.00030702400926143226,0.06756485388150962,0.15345275358563928,0.21239655262346327,0.6450992231605793,0.4306143216300347,0.2389744262289041,0.09900991183319847,140,0.0035415643755830452,3,0.05094324153875889,0.18243112926554425,0.2650481495786763
ADI-45480,esmfold,SUCCESS,0.027269097252114828,0.09877527663418244,0.20428489828949872,0.2743183539761011,0.47870250717448626,0.5313287864973808,0.2861770468479019,0.10065064034515069,131,0.004246034798551577,4,0.10170170177362022,0.25839826417979117,0.32965459192987145
ADI-45481,esmfold,SUCCESS,-0.0024292239774680842,0.048258103842977275,0.13061311486498306,0.18975342123336458,0.38271075372140184,0.4129391455800343,0.20381046952790202,0.10010618752761476,145,0.004244000707976193,4,0.020841337414508065,0.1424509300134441,0.2540810746776208
ADI-45485,esmfold,SUCCESS,0.009864369577900682,0.08014139016422839,0.16160103837613238,0.22605755937515987,0.6830706005580804,0.4553716659883765,0.26337634386058795,0.10091726317488176,144,0.005780160446215333,5,0.06468246522470787,0.23932059477996231,0.33726571492155505
ADI-45486,esmfold,SUCCESS,0.01696753296280864,0.09551888884178458,0.19409208561694283,0.262716902296332,0.6027541283420244,0.4639659756775737,0.3102775015279474,0.10041462404298537,149,0.0070447938787441145,7,0.0974824287267353,0.3420753976667908,0.4071896371728222
ADI-45488,esmfold,SUCCESS,0.0009921864800705874,0.07587016911922692,0.1642136754166969,0.22503542707001822,0.5162943939640137,0.43701454407649726,0.24479423296397107,0.10030464309395848,149,0.004387700667638947,4,0.046651704809271784,0.21002889707426492,0.3288697454280009
ADI-45489,esmfold,SUCCESS,0.012554607384826522,0.08614593113190855,0.1771024707250703,0.2413513303174887,0.5850202922193029,0.4529204529997802,0.274968274705605,0.09989643076003354,158,0.006134891697029112,6,0.08475837232684078,0.26177976520096413,0.4002126264502608
ADI-45490,esmfold,SUCCESS,0.003118078578857908,0.06061816800700417,0.13930863120789042,0.18801187043386758,0.6389433368348646,0.44854970380577347,0.227213285199981,0.0999595766775062,158,0.003159160661242024,3,-0.00029315985637092467,0.15013495345870617,0.21828535289915604
ADI-45491,esmfold,SUCCESS,0.009589998078383889,0.06648967424458013,0.17666922286009357,0.25387479927290535,0.6498884870651239,0.4638341726882042,0.27420291199296737,0.09988669991134824,149,0.004262052669810915,4,0.04795546375922099,0.26092359902020423,0.2749173191561276
ADI-45493,esmfold,SUCCESS,0.010153540665746788,0.0734288164383936,0.1625869112644192,0.22575346865113338,0.6929461834525044,0.4453073887946445,0.2588268818277086,0.10090615127308286,153,0.0039387503806179065,4,0.04783640068661723,0.19831791666946944,0.3321599469590015
ADI-45495,esmfold,SUCCESS,0.009240348956051032,0.06303048783531001,0.1358202384549198,0.18882992001173152,0.5445240812815371,0.4705459632367411,0.21851135471138544,0.10003281010788713,144,0.005525984261542304,5,0.029350577884997984,0.15390209728455753,0.3092065968398364
ADI-45497,esmfold,SUCCESS,0.021460215032387805,0.07604814530206441,0.18421655821078128,0.26857793691921183,0.5236994412017799,0.48921224677544234,0.2911331947145537,0.10094703218493849,144,0.007296293187272978,7,0.08369657354564049,0.2482069571245204,0.3737697157236051
ADI-45498,esmfold,SUCCESS,0.020061570722884513,0.08338858157989591,0.1724613468665997,0.23987935598951537,0.6296970811034398,0.4892564989641339,0.27692196801126706,0.10109947299525898,170,0.00471936901624592,5,0.06724251406524895,0.2590454661625456,0.3901976533648549
ADI-45499,esmfold,SUCCESS,-0.0005104552802590336,0.06509104870461335,0.15567522620817276,0.22052596134736108,0.5440850658322709,0.43398666004927017,0.2465477590629748,0.09818357619036229,146,0.008073193510288778,8,0.07910494943293196,0.24195791794584953,0.4339357352117714
ADI-46677,esmfold,SUCCESS,0.0008161161516822254,0.07805204489627264,0.1762451050181877,0.24480101142037664,0.5997272242233321,0.4104541641655821,0.27972004426185565,0.10036663302828781,133,0.005464237962365174,5,0.058984342430529246,0.2812750482015109,0.3207110867868791
ADI-46678,esmfold,SUCCESS,0.004429143386189934,0.059864040452362544,0.1569272341539178,0.23071174435139896,0.6083392313272633,0.43518893471205283,0.26205668919714425,0.0991595113296096,157,0.0032948748160602404,3,0.07789196954246895,0.2742830043714213,0.41644125374077023
ADI-46682,esmfold,SUCCESS,-0.00023143736717871378,0.06585263117709954,0.17527474235300083,0.24049063678972968,0.7451412153832238,0.4079141715336225,0.274340699134652,0.10039971965494231,136,0.0048991869266214174,4,-0.00602645174988505,0.21064826856659738,0.21857136341161268
ADI-46684,esmfold,SUCCESS,0.00066404019654838,0.05783159934514932,0.1383283472998162,0.21968366364614764,0.6668615950329497,0.43867506498819003,0.24366065661541103,0.09964238480490667,157,0.004204599684237412,4,0.06364222778905841,0.2035724564295157,0.3454088510753986
ADI-46685,esmfold,SUCCESS,0.0025500005781786852,0.07724517659811085,0.15885797714531646,0.2382931877266681,0.6368494881755294,0.42602876975598425,0.256251724512061,0.09986410124301427,153,0.004221068319376405,4,0.058592429890824624,0.22271701468358376,0.34493962761197544
ADI-46689,esmfold,SUCCESS,0.006570671217972851,0.07499818633713913,0.1802993985340615,0.24865320129857596,0.5436250731608171,0.4398564609776453,0.26608435989658463,0.09920822451388482,146,0.005533584094103614,5,0.06968625543893549,0.2500682848141294,0.3632460817138464
ADI-46690,esmfold,SUCCESS,0.001772997910698823,0.07244089275369717,0.16118255804067363,0.23862254248782558,0.6422427042798068,0.41684462628475577,0.2675753601397441,0.09866262126317288,141,0.005675973703524079,5,0.039892508457248954,0.2208245833964683,0.3039064606429362
ADI-46691,esmfold,SUCCESS,0.017449504835181404,0.08150352168282278,0.1859806975922159,0.2741645715922397,0.7764349634709529,0.47168006267536894,0.3127876586949873,0.10118337311371857,144,0.0055974054363594015,5,0.12614174571706296,0.3618352690248866,0.42079576983443456
ADI-46692,esmfold,SUCCESS,-0.00583474868788885,0.04933856040163328,0.14066581658868635,0.21049446114468282,0.5135851241747104,0.4128842341554348,0.22798272016795984,0.10026515507132869,149,0.004595368269874129,4,0.023303933211155557,0.15449291286337974,0.2654106893583654
ADI-46693,esmfold,SUCCESS,-0.00016561911546664548,0.06901389948728448,0.16447739145157567,0.23007438188864066,0.6635364563149447,0.420559324446556,0.251848195460352,0.09922662878607605,154,0.004248134907537396,4,0.03880404587343505,0.18736693765044682,0.2910354241924227
ADI-46695,esmfold,SUCCESS,0.005306281198273372,0.07045961651246149,0.17901955711048573,0.24648688768883292,0.670160643894621,0.44238362704369416,0.2666197015595034,0.10019548828152479,138,0.004529339678791788,4,0.09430326468058176,0.26489848869664945,0.39398548673842504
ADI-46696,esmfold,SUCCESS,0.005012412587386758,0.06227926781314742,0.14714242916611475,0.20967789295626527,0.6483905458190374,0.4541656168088525,0.22581552155831208,0.10016259679402272,157,0.0035681185014407634,4,0.048062338850293304,0.1963565487291254,0.299636744952362
ADI-46697,esmfold,SUCCESS,-0.0023598767456304436,0.06037423522089111,0.1463131665697833,0.2010380282420697,0.6099038663002359,0.4326983593855016,0.23724405221322964,0.10150630762364736,164,0.0033106937969023514,3,0.029905804685301598,0.20327166770829397,0.2773141657534857
ADI-46701,esmfold,SUCCESS,-0.008724320563055008,0.06381060866989001,0.15562409746163836,0.22205677335658794,0.6001829744117375,0.3941233526550593,0.24537520797331422,0.10094806117800657,151,0.0033071513903866682,3,-0.0074835493416557115,0.15923210471274218,0.1803828353478757
ADI-46704,esmfold,SUCCESS,-0.008102891742708469,0.04005517387358662,0.11711343862889716,0.1647453141810551,0.8138018558548628,0.42614972330599377,0.20503399405375292,0.100055642495581,152,0.003186032259756463,3,0.032250000950049346,0.15237166053702614,0.29933139866520864
ADI-46705,esmfold,SUCCESS,-0.00893171917038093,0.05671422365795091,0.14311636295646815,0.21062889167866822,0.5427931194864837,0.4052420505319844,0.23381713208055951,0.10085122224854436,149,0.004456704555836167,4,0.05386679854487249,0.2084524350793853,0.3663043554604589
ADI-46706,esmfold,SUCCESS,0.0055688793549661915,0.06965187319646293,0.16560611397355998,0.2201230245778086,0.4086246224682139,0.43999477500297934,0.24007276971067373,0.10057642576217847,140,0.010183396153298377,9,0.05411869192967097,0.2037108837042199,0.3249621333954445
ADI-46707,esmfold,SUCCESS,0.011324578331945449,0.08621463522947859,0.18095601927855579,0.24930625408548313,0.6321172389046428,0.4600787226601207,0.2807155197920435,0.0997910049804727,151,0.0037277073639193823,4,0.09189683447429116,0.2786132682877702,0.41777455991134854
ADI-46708,esmfold,SUCCESS,0.0009104916536680601,0.07673680209616647,0.15752467514613586,0.21791552042480902,0.6399166331782612,0.44431151663804236,0.23756591546251013,0.10027907802905453,146,0.004337652494564353,4,0.06476568183125922,0.216248070000712,0.3641523262309742
ADI-46710,esmfold,SUCCESS,-0.00955226246552219,0.05391677002771923,0.12980933438730488,0.1805084649314357,0.5039988489043412,0.3817334037052246,0.20793603941120814,0.10080015637430488,160,0.004122408408164929,4,0.034373469084041104,0.17285440247237838,0.38112018845521145
ADI-46713,esmfold,SUCCESS,0.009240429681578014,0.08231506496631907,0.18412916617698463,0.2487112878324933,0.7360514688671173,0.4568346263787806,0.3036495059555517,0.10009754979358575,142,0.00852730192940629,8,0.1151137560543852,0.3508742313542643,0.4166932168133119
ADI-47054,esmfold,SUCCESS,0.002863720474739165,0.057102451202519465,0.1357392804690284,0.1854665355133439,0.5625444319410257,0.4477771003916538,0.22276312291647296,0.10088523901872246,139,0.005491647989767295,5,0.003203647857311038,0.13922185830754055,0.19634649411526725
ADI-47055,esmfold,SUCCESS,-0.0004384281861818086,0.041889904887496096,0.1616150694794276,0.22279536319343923,0.5469467596912245,0.41127119405989926,0.2508008639172961,0.1012889774550428,149,0.004303404673622258,4,0.0201004892750693,0.19945050074242648,0.2608945152026025
ADI-47056,esmfold,SUCCESS,0.0035713716121886594,0.06749733618707629,0.16775364552824953,0.24262451841192145,0.6911432709973357,0.42761919714294944,0.27218346124370696,0.09860681715758451,149,0.004455642991616699,4,0.05977380207245666,0.2541698188842288,0.3518369558483617
ADI-47057,esmfold,SUCCESS,-0.009585358196887644,0.05050385200530488,0.14584718313014977,0.20355023616643997,0.5007815066664472,0.4030481526566678,0.2319138393682017,0.09874572322641752,149,0.00524976601713344,5,0.027404753300710634,0.17229097202898863,0.3061759709651187
ADI-47058,esmfold,SUCCESS,-0.0072556226755567605,0.049011352190290874,0.1600679695491148,0.220008312724351,0.547996489650367,0.3890158938224944,0.24873030672698437,0.10081364372040255,151,0.004206555618272501,4,-0.021881386411191375,0.1661162359456205,0.20016363402482037
