id,generator,extraction_status,error,mean_H_surface,q75_H_surface,q90_H_surface,q95_H_surface,max_H_surface,positive_H_area_fraction,top10_H_mean,top10_H_area_fraction,high_H_patch_count,largest_high_H_patch_area_fraction,largest_high_H_patch_n_vertices,CDR_mean_H,CDR_q90_H,CDR_high_H_area_fraction,n_surface_points,copatch_status,phi_finite_frac
ADI-45438,boltz2,SUCCESS,,0.010140019624840482,0.08505022964277965,0.15925859877272788,0.21051109610853166,0.5845771052402817,0.4705635206353932,0.23651385450813542,0.10223769538818608,140,0.005493789357040472,5,0.08541540191779284,0.23663803173740475,0.4271280018794137,911,SUCCESS,1.0
ADI-45439,boltz2,SUCCESS,,0.006245089020256393,0.06373672395197352,0.14201666718773975,0.21028612820205392,0.596079087630922,0.4554171049142195,0.24066440091688612,0.10064203250615644,140,0.006784334804491558,6,0.06858825101524586,0.2440607188174369,0.3729752330628607,893,SUCCESS,1.0
ADI-45440,boltz2,SUCCESS,,0.01270923375364457,0.07622360921452226,0.1680169857273792,0.26671644535051614,0.8445066612415273,0.459149170094349,0.30109798976504776,0.10139957848032304,142,0.004639743091788456,4,0.03472311957822996,0.24796107643065574,0.19594903524008095,852,SUCCESS,1.0
ADI-45442,boltz2,SUCCESS,,0.009755730842282519,0.07896260014133556,0.1628693841409669,0.22581451673845537,0.4849420481684602,0.49495434120087317,0.2534986803589043,0.09921148372096844,134,0.004801919514077828,4,0.056404278860078365,0.18955833050386536,0.3176067931607301,836,SUCCESS,1.0
ADI-45447,boltz2,SUCCESS,,-0.0010895683542416366,0.06556254923043345,0.14547094749520992,0.20290769813840434,0.472406169287367,0.43689006725604435,0.22133316739264303,0.09955725380158917,148,0.005468818201486795,5,0.04986113957299647,0.17799604115827403,0.34400482709004754,938,SUCCESS,1.0
ADI-45448,boltz2,SUCCESS,,0.0015175935884475366,0.056669117214053,0.13921649640631906,0.19478878467068064,0.4377215876653259,0.4435132891139759,0.21592326414576185,0.10000803336713435,143,0.004622735292414774,4,0.003725692332694375,0.1752758394458459,0.2738056351183797,913,SUCCESS,1.0
ADI-45450,boltz2,SUCCESS,,-0.0076099301805082915,0.05041857703618407,0.13217860113771066,0.16652628364996624,0.6470952917535409,0.43018734164352557,0.19918637781058385,0.09960335344803387,131,0.006199366106565454,5,0.03123369109440621,0.15325424016390085,0.3106485869615166,802,SUCCESS,1.0
ADI-45451,boltz2,SUCCESS,,0.004282048227696315,0.0671428990448539,0.15136130688906368,0.20982218416460294,0.49821034201184267,0.43742776459197646,0.23728272615302595,0.10044782372348224,140,0.0033810686713186145,3,0.07199853446214549,0.22749525709831808,0.3924022789091918,891,SUCCESS,1.0
ADI-45452,boltz2,SUCCESS,,0.006589287858823153,0.0626342315011629,0.15204472745221412,0.22841111818159357,0.8664438807214315,0.4608279059895752,0.264501621338438,0.09861893656945822,154,0.005244769002161547,5,0.07089516939548421,0.2497892445028809,0.3698009121189475,940,SUCCESS,1.0
ADI-45453,boltz2,SUCCESS,,0.009422244590360266,0.08280285593301756,0.17992462938388207,0.2520549157762572,0.6154888621908302,0.44044218604555374,0.2665999091571274,0.10002986739477854,141,0.004575749357700344,4,0.08266882942405772,0.2558084548586349,0.35119196803435254,841,SUCCESS,1.0
ADI-45454,boltz2,SUCCESS,,0.001904322723769527,0.07734641102695544,0.17511534400051706,0.22715427058223145,0.49138843389013553,0.4172264064130205,0.25661984917241953,0.09993992892419315,150,0.0055050728805346805,5,0.03859854029930032,0.22587231511061484,0.2964238047516574,915,SUCCESS,1.0
ADI-45455,boltz2,SUCCESS,,-0.004040855827417109,0.0538789258343169,0.1480561250167945,0.21160788785902868,0.5433832458192468,0.4337063405767459,0.23365469728950816,0.09977997548892335,142,0.004562805418482022,4,0.03977985767729387,0.2002861636350885,0.25986241061622517,886,SUCCESS,1.0
ADI-45456,boltz2,SUCCESS,,-0.0036197422852837897,0.06324344056607184,0.15794773167037826,0.23008725476284575,0.5651689590336821,0.3958474896007533,0.2498927790350694,0.0988146822116096,135,0.006066879813364053,5,-0.01187285314347557,0.14007515621392128,0.19847993811712092,814,SUCCESS,1.0
ADI-45459,boltz2,SUCCESS,,-0.0029621437665568805,0.04760485805458245,0.13113397547965527,0.18768299461387386,0.6316030011853104,0.3952850261753198,0.21514668699376943,0.10030339725170921,142,0.004658972572820284,4,0.019767269427274522,0.16210881107988626,0.26506599000907943,878,SUCCESS,1.0
ADI-45460,boltz2,SUCCESS,,-0.0010176358808178627,0.05607300064619495,0.14344377357585084,0.19555636825905798,0.6782489306111136,0.41767111473383334,0.2317468429615258,0.10045348700404912,143,0.005520863452337776,5,0.005172119250313582,0.1527355695224443,0.2301431877747858,901,SUCCESS,1.0
ADI-45461,boltz2,SUCCESS,,0.0005850430315635169,0.06945141663910818,0.16018157456895846,0.22443639165902662,0.5103233689053449,0.450407207749389,0.23810415044165015,0.10059510444917727,156,0.0030506988420142115,3,0.030682959348574332,0.17844774282108716,0.25266513819174496,964,SUCCESS,1.0
ADI-45463,boltz2,SUCCESS,,0.014100666070953501,0.0810782293773779,0.16749302119354603,0.2333841201562086,0.6131046909344224,0.47894397723705173,0.2705947844133724,0.09944276964978618,137,0.004636083384574746,4,0.07745619613973584,0.2679695984516175,0.3530146455739748,856,SUCCESS,1.0
ADI-45464,boltz2,SUCCESS,,0.01609050451764658,0.08189442081791518,0.1739910181776434,0.25546136683263065,0.47699471659376413,0.4764911352015622,0.2698031898790295,0.09845407381494997,140,0.0035180687045148194,3,0.07749303264491035,0.26933116679836927,0.34220405790245073,866,SUCCESS,1.0
ADI-45465,boltz2,SUCCESS,,0.012309792916228314,0.0639188499974836,0.1594519381651301,0.22249826529537264,0.5662824693672828,0.502710448069507,0.2505674055946702,0.10016584632369822,143,0.0046328794031328425,4,0.028827356558379934,0.17418390669663086,0.23029285112248848,862,SUCCESS,1.0
ADI-45469,boltz2,SUCCESS,,0.018174930193106915,0.07135009282896326,0.15014071379829627,0.20029320938006345,0.5740778390675525,0.5013899621640885,0.24594983532930503,0.10164898529697289,138,0.005396235454313605,5,0.05964643458130108,0.25935119875678736,0.31650338565135794,882,SUCCESS,1.0
ADI-45470,boltz2,SUCCESS,,0.012924898432437628,0.0715128772220995,0.14180499128914056,0.18717127164373426,0.3505648390032716,0.48312608871785434,0.20303177217734375,0.09978436614797662,151,0.0059516678010873335,6,0.031712541235982425,0.15332249867750009,0.2541090217819909,886,SUCCESS,1.0
ADI-45472,boltz2,SUCCESS,,0.010877074063190065,0.07931378247021106,0.17228251704738382,0.22468641543130063,0.6260573561619106,0.46482031156533044,0.25293746591448907,0.10026840399497058,142,0.004389219420666437,4,0.007565406226841373,0.17737801726554997,0.2483684479181066,898,SUCCESS,1.0
ADI-45476,boltz2,SUCCESS,,0.026170724995687306,0.09691966278685385,0.18783777904931864,0.2518158012388813,0.7147247760857891,0.5189270713947873,0.2800639190760739,0.10002699962783515,143,0.003645066475051319,3,0.08311087512289575,0.25274410639457195,0.33087314851210126,839,SUCCESS,1.0
ADI-45477,boltz2,SUCCESS,,-0.0031779896816636643,0.07232897370171162,0.15112342936913092,0.19304588903724879,0.6016278738614811,0.42934670821013554,0.21745907380549254,0.09971732537984024,155,0.0043602658529509185,4,0.05482508137009383,0.18837717066908122,0.3245975701364426,928,SUCCESS,1.0
ADI-45479,boltz2,SUCCESS,,0.010755918823127474,0.08291479892862111,0.1792250192003215,0.2367977704308921,0.6409490542723787,0.445729360154071,0.26467341784704396,0.10063779073546893,132,0.0047305621248877935,4,0.06057321879943899,0.2000598557132003,0.3157176194802058,840,SUCCESS,1.0
ADI-45480,boltz2,SUCCESS,,0.020893820836359385,0.0888930982697485,0.17766666630233324,0.24868158200896182,0.6170072160876258,0.5025218470858062,0.2630182417062039,0.10001345076481694,148,0.003226824439208554,3,0.09303108920345292,0.23832101584146748,0.3747815810780875,900,SUCCESS,1.0
ADI-45481,boltz2,SUCCESS,,0.00943886364356288,0.06466034240199144,0.14385132123502503,0.19586010744693325,0.6954210884182525,0.4503480953223947,0.23406199204129027,0.10098293932681524,141,0.004542346810645954,4,0.04004737806172445,0.16569064957162075,0.2779803059530017,872,SUCCESS,1.0
ADI-45485,boltz2,SUCCESS,,0.01511975393185018,0.08004925392811363,0.162631271511938,0.25336873814392336,0.9007221074468397,0.4817938443101048,0.2743739524794894,0.10064222583540323,138,0.0057736296300222424,5,0.06653751333837954,0.25257639156870965,0.2970996477666748,849,SUCCESS,1.0
ADI-45486,boltz2,SUCCESS,,0.009104156257326895,0.07501927024401574,0.16472872942044664,0.23498111049662226,0.6707655669939329,0.4717596235068482,0.2595725621857763,0.09994151875741339,150,0.005453234822855752,5,0.046752493184862104,0.2373807645981876,0.3057563812087792,930,SUCCESS,1.0
ADI-45488,boltz2,SUCCESS,,-0.0057891809153777,0.060815876856063836,0.14716780551033892,0.19687597486884922,0.4146002475327082,0.4188214378436613,0.22383574068644613,0.10129684415103662,146,0.006514165487086067,6,0.027126857091067123,0.17321759191727196,0.27823064972603656,901,SUCCESS,1.0
ADI-45489,boltz2,SUCCESS,,0.009533107818261787,0.08252431832833429,0.17287353994492882,0.2277566198094142,0.5822152723934473,0.4613254769720412,0.2537010510876803,0.10018385515318332,140,0.004624462989094725,4,0.07397258177705096,0.24735240124123933,0.39576325153589764,908,SUCCESS,1.0
ADI-45490,boltz2,SUCCESS,,0.0007772211724780573,0.05141452870267837,0.1328178938770713,0.17288683386443937,0.5626058931953801,0.4460092440859616,0.2028306782894258,0.10038559563722053,137,0.004688837710281919,4,-0.004492789644666947,0.15128629970428462,0.17870122147203998,865,SUCCESS,1.0
ADI-45491,boltz2,SUCCESS,,0.003253193149325102,0.05597203477123678,0.15390255473500278,0.21241089769710284,0.4389405154916108,0.43780627682712964,0.2314818862765079,0.09932305263588823,149,0.004537156028726165,4,0.03258702098167734,0.16974796633379144,0.24398917735059023,870,SUCCESS,1.0
ADI-45493,boltz2,SUCCESS,,0.006492291544573807,0.07029861836787332,0.15640361946998224,0.21573356706772878,0.5264887089379672,0.45012423221504794,0.2386203274071419,0.09901410664087708,141,0.005457038783122143,5,0.041047418454930845,0.18111088405034012,0.3275758506952221,891,SUCCESS,1.0
ADI-45495,boltz2,SUCCESS,,0.00894095617941635,0.05830452587045572,0.14712830418940537,0.19940898451162786,0.4514033603818916,0.4725480409822019,0.21182923599107814,0.09900455858405335,150,0.005857115805233704,5,0.030671474131261537,0.15894270906713479,0.30536121760048196,866,SUCCESS,1.0
ADI-45497,boltz2,SUCCESS,,0.016619458180832034,0.07688542927931205,0.18157387370726666,0.2467911117550983,0.46941458802131186,0.4931859990867089,0.26798730755432515,0.09914120241195513,153,0.005525062451921635,5,0.08398966263208144,0.2499226426585885,0.3765632371911934,913,SUCCESS,1.0
ADI-45498,boltz2,SUCCESS,,0.022480447762504095,0.08582595495385914,0.17416950343904083,0.24350307136744578,0.6333047242171301,0.5113889529930079,0.27559607631156524,0.10031672350697873,144,0.004483219805378156,4,0.07890231744329904,0.26781703913690214,0.3989627219372863,893,SUCCESS,1.0
ADI-45499,boltz2,SUCCESS,,-0.0016633145631800585,0.07073900221371195,0.15025101679714792,0.19801138816904426,0.6092822250716405,0.4421343098369796,0.2328718797010817,0.10120503961505878,149,0.0032965406511716215,3,0.05525331192654328,0.19797374323400205,0.3494784140358641,928,SUCCESS,1.0
ADI-46677,boltz2,SUCCESS,,0.004224574965654149,0.06697314159790178,0.1807677732604223,0.24757084627104184,0.522048307713124,0.4411945743851766,0.2687351906822539,0.09991811709642712,132,0.003479015280364652,3,0.039464447095369816,0.26445605278990275,0.24812607572479767,857,SUCCESS,1.0
ADI-46678,boltz2,SUCCESS,,0.009371557125725126,0.07514849509448934,0.16461192626453872,0.2262231125134112,0.7008021645874581,0.45141660877933554,0.2537397879107859,0.10050532451731796,136,0.004518778393314455,4,0.061730255468969014,0.2460072572436257,0.331894083969376,861,SUCCESS,1.0
ADI-46682,boltz2,SUCCESS,,0.009965068649449682,0.0852097307144921,0.18666698630146303,0.2597673287450124,0.7216164051258026,0.4439363660282627,0.278246058028944,0.10176173225996399,131,0.004803458071326117,4,0.009270947405239696,0.23735861232293676,0.23687379472782263,847,SUCCESS,1.0
ADI-46684,boltz2,SUCCESS,,0.003620777638921588,0.06970522847909663,0.14522912262649393,0.19675256144314215,0.4863685626980217,0.4577496840068842,0.22742994716126813,0.09938662238639152,147,0.005172561493101785,5,0.06990197933832933,0.2208652129304354,0.36845972038797686,906,SUCCESS,1.0
ADI-46685,boltz2,SUCCESS,,0.01479560544738751,0.08989653224467313,0.1732629172931882,0.23808358441090832,0.5816022596781029,0.49298756818412365,0.25792730880830994,0.10038770440312246,136,0.0056504191005806595,5,0.057972350558591755,0.1852836394272501,0.29461149302990625,897,SUCCESS,1.0
ADI-46689,boltz2,SUCCESS,,0.01257815734104449,0.07944348280440296,0.1798474943626112,0.237164654631252,0.479665390653473,0.48194920928795765,0.2640420838575954,0.09995472194582575,129,0.0038835417626150726,4,0.04576137235728286,0.20016413452144882,0.29112702586889205,852,SUCCESS,1.0
ADI-46690,boltz2,SUCCESS,,0.009633448453334375,0.0800829027226056,0.1672216352434584,0.24835218843847923,0.5103364977478768,0.4558543252143962,0.25818450547946836,0.09946172984168881,140,0.00585967715160246,5,0.037494481013552856,0.23202869503445192,0.27179437039485177,870,SUCCESS,1.0
ADI-46691,boltz2,SUCCESS,,0.01955766731660299,0.08100259689783691,0.18780729060405826,0.25824672828779394,0.8912470417320714,0.5001949911342347,0.3011090536062279,0.10078293142646162,131,0.007235088516435903,6,0.10147933484441472,0.28961334840022346,0.3671555622186969,836,SUCCESS,1.0
ADI-46692,boltz2,SUCCESS,,0.005590172130891779,0.06715980129182894,0.17639232618081785,0.2378917423477254,0.6158751313096942,0.44814596180147886,0.260329782930972,0.1011310695476503,134,0.005222562477574159,5,0.05448733667756154,0.19490280022144324,0.32028836079006545,834,SUCCESS,1.0
ADI-46693,boltz2,SUCCESS,,-0.0046125327457657815,0.06262214563978805,0.1477886422891495,0.18603969946311388,0.4384809895062168,0.43349181735683395,0.21699711766620963,0.09932863971859471,145,0.0044561940529273154,4,0.029643611963812048,0.1642997577579759,0.26419885119656134,897,SUCCESS,1.0
ADI-46695,boltz2,SUCCESS,,0.014101996383183896,0.083851066543002,0.1880301629727958,0.25570771011200943,0.5571379022600715,0.4709170768432941,0.26815069026265,0.1008255280590834,127,0.005075159512131935,4,0.10610734939237194,0.2643674629781489,0.4647825804275108,801,SUCCESS,1.0
ADI-46696,boltz2,SUCCESS,,0.010604535116063815,0.07202561812316866,0.14670541536750403,0.2058711333768261,0.6399953934854172,0.4734612285019167,0.23207417728494079,0.09952743240671542,152,0.004341129489460069,4,0.033272087599005865,0.15461734035593744,0.2378883821444471,914,SUCCESS,1.0
ADI-46697,boltz2,SUCCESS,,0.005499862486491373,0.07153077246287243,0.1572011892443611,0.21000079147301984,0.6463127224367884,0.4465069260613873,0.2549682054447917,0.09977946735059756,135,0.004484003684144599,4,0.04095398353160816,0.2559742159142072,0.28385238889843406,889,SUCCESS,1.0
ADI-46701,boltz2,SUCCESS,,-0.007127471970846948,0.07005929599279916,0.15750428859861676,0.2064988711660432,0.5160599047761485,0.4023202954287944,0.23582659118987012,0.10068839151898575,141,0.00883796909835826,8,0.009684397178520293,0.1667512502337689,0.2071511780487851,905,SUCCESS,1.0
ADI-46704,boltz2,SUCCESS,,-0.003322928716589908,0.05291052461492508,0.12873365239208642,0.18207188681269298,0.46528970390388763,0.45447907361124035,0.20216774565256151,0.09949308298750673,152,0.0044478965436080264,4,0.03366453361258812,0.17916105468793447,0.28389378589240133,935,SUCCESS,1.0
